id,parsed_id,offer_cian_id,client_id,status,created_at,started_at,synced_at,promocode,priority,last_call_id,parsed_created_at,category,synced_with_kafka,synced_with_grafana
e701521f-7cb0-4790-9b62-0abbcb4875e4,a0e6ae6f-9f71-4422-a223-1600a420adf0,,64a7e84f-3a6d-46eb-b9b9-1c1970cf561d,declined,2021-03-28 02:01:12.272928+03,,2021-03-27 15:07:39+03,,,0cf69cca-76d5-4816-942f-67740745b78b,2021-04-20 18:22:41.064379+03,,t,f
d54c77b7-4397-44d7-aef3-ca2f1b0daf62,df2483e4-5844-481d-81df-acd778301b03,,14af6913-faf3-414d-a4b6-16e4ac734b7d,declined,2021-03-23 02:11:25.45174+03,,2021-03-22 15:07:31+03,,,7c9f29dd-f01b-420f-b803-2882faf378c1,2021-04-20 18:22:41.064379+03,,t,f
bb9eb801-4120-4df5-886a-e7010bb47a9f,df6c8faf-4a36-4651-afcb-296dd090a11e,,14af6913-faf3-414d-a4b6-16e4ac734b7d,declined,2021-03-23 02:37:39.528711+03,,2021-03-22 15:07:58+03,,,7c9f29dd-f01b-420f-b803-2882faf378c1,2021-04-20 18:22:41.064379+03,,t,f
38d96def-a4cc-4296-9218-b652eea10d7d,ad49365b-caa3-4d8a-be58-02360ad338d5,,59abcb4a-3c50-4391-9ceb-91dc3adcc925,declined,2021-03-31 02:22:48.666369+03,,2021-03-30 15:10:20+03,,,d091d376-6041-4681-b798-ecb6e129a241,2021-04-20 18:22:41.064379+03,,t,f
ae07a1e9-2db9-4abb-8abd-8906ff9e0b56,de1b75ed-d1a1-41e6-bf8b-a20d8315e459,,59abcb4a-3c50-4391-9ceb-91dc3adcc925,declined,2021-03-31 02:35:31.433442+03,,2021-03-30 15:09:32+03,,,d091d376-6041-4681-b798-ecb6e129a241,2021-04-20 18:22:41.064379+03,,t,f
c315c112-cfe6-4b3c-a154-bce46b4443e7,72e17137-67b0-4188-aba3-4c2ac408c4fc,,c65e0edd-ca2b-4913-8258-a64522c93df4,phoneUnavailable,2021-05-31 20:35:25.853358+03,,2021-05-31 15:41:11+03,,,61a8fc0b-e6a4-4a28-b727-f5c62f3d40d0,2021-05-14 17:43:16.562886+03,,t,f
